"No","type","name","price","description","option_keyword","option_name","option_price"
"1645","regular_rolls","Salmon Skin Roll","10.25",,"Sushi Sauces","Seperate Trays","0"
"1646","regular_rolls","Salmon Skin Roll","10.25",,"Sushi Sauces","Sesame On Top","0"
"1647","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Carrot","0"
"1648","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Cucumber","0"
"1649","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Fried Onion","0"
"1650","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Avocado Inside","0"
"1651","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Lemon","0"
"1652","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Lettuce","0"
"1653","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Mango","0"
"1654","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Mushrooms","0"
"1655","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Onions","0"
"1656","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Jalapeno","0"
"1657","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Jalapeno On Top","0"
"1658","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Tomato","0"
"1659","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Pepper","0"
"1660","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Red Onions","0"
"1661","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Sweet Potato","0"
"1662","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Scallion","0"
"1663","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Cashews","0"
"1664","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Oshinko","0"
"1665","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Pear","0"
"1666","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Pineapple","0"
"1667","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Avocado On Top","0"
"1668","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Mango On Top","0"
"1669","regular_rolls","Salmon Skin Roll","10.25",,"NO Sushi Vegetables","NO Sweet Potato On Top","0"
"1670","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","No Wasabi and No Ginger","0"
"1671","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","No Wasabi","0"
"1672","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","No Ginger","0"
"1673","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Handroll","0"
"1674","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","(Skinny) Less Rice","0"
"1675","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Extra Rice","0"
"1676","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Cut to 10","0"
"1677","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Cut to 6","0"
"1678","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Maki Style","0"
"1679","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Shredded","0"
"1680","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Sandwich Style","0"
"1681","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Extra Wasabi","0"
"1682","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Extra Ginger","0"
"1683","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Extra Spicy","0"
"1684","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Crunch Inside","1"
"1685","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Brown Rice","1"
"1686","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Crunch On Top","1"
"1687","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","No Seaweed","1"
"1688","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Cooked","2"
"1689","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","No Rice","2"
"1690","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Soy Seaweed","2"
"1691","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Steamed","2"
"1692","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Tempura","3"
"1693","regular_rolls","The Spicy Roll","10.25",,"Sushi Option","Wrapped In Cucumber","4"
"1694","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Carrot","1"
"1695","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Cucumber","1"
"1696","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Fried Onion","1"
"1697","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Avocado Inside","1"
"1698","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Lemon","1"
"1699","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Lettuce","1"
"1700","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Mango","1"
"1701","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Mushrooms","1"
"1702","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Onions","1"
"1703","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Jalapeno","1"
"1704","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Jalapeno On Top","1"
"1705","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Tomato","1"
"1706","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Pepper","1"
"1707","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Red Onions","1"
"1708","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Sweet Potato","1"
"1709","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Scallion","1"
"1710","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Cashews","2"
"1711","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Oshinko","2"
"1712","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Pear","2"
"1713","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Pineapple","2"
"1714","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Avocado On Top","3"
"1715","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Mango On Top","3"
"1716","regular_rolls","The Spicy Roll","10.25",,"Add Sushi Vegetables","Add Sweet Potato On Top","3"
"1717","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Black Pepper Tuna Inside","4"
"1718","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Black Pepper Tuna on Top","5"
"1719","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Kani Inside","4"
"1720","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Kani On Top","5"
"1721","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Salmon & Avocado On Top","5"
"1722","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Salmon Inside","4"
"1723","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Salmon On Top","5"
"1724","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Smoked Salmon Inside","4"
"1725","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Smoked Salmon On Top","5"
"1726","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Spicy Kani Inside","4"
"1727","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Spicy Kani On Top","5"
"1728","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Spicy Salmon Inside","4"
"1729","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Spicy Salmon On Top","5"
"1730","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Spicy Tuna Inside","4"
"1731","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Spicy Tuna On Top","5"
"1732","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Spicy Yellotail Inside","4"
"1733","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Tuna Inside","4"
"1734","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Tuna On Top","5"
"1735","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Wrapped Rainbow Style","6"
"1736","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Yellowtail Inisde","4"
"1737","regular_rolls","The Spicy Roll","10.25",,"Sushi Fish","Yellowtail Inisde","5"
"1738","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Spicy Mayo on  Top","0"
"1739","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Sweet Sauce On Top","0"
"1740","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Wasabi Mayo On Top","0"
"1741","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Soy Sauce","0"
"1742","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","No sauce","0"
"1743","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Spicy Mayo on Side","0"
"1744","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Siracha On Side","0"
"1745","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Sweet Sauce on Side","0"
"1746","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Crunch On side","1"
"1747","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Fried Onion On Top","1"
"1748","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Fried Onion On SIde","1"
"1749","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Seperate Trays","0"
"1750","regular_rolls","The Spicy Roll","10.25",,"Sushi Sauces","Sesame On Top","0"
"1751","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Carrot","0"
"1752","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Cucumber","0"
"1753","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Fried Onion","0"
"1754","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Avocado Inside","0"
"1755","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Lemon","0"
"1756","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Lettuce","0"
"1757","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Mango","0"
"1758","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Mushrooms","0"
"1759","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Onions","0"
"1760","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Jalapeno","0"
"1761","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Jalapeno On Top","0"
"1762","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Tomato","0"
"1763","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Pepper","0"
"1764","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Red Onions","0"
"1765","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Sweet Potato","0"
"1766","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Scallion","0"
"1767","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Cashews","0"
"1768","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Oshinko","0"
"1769","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Pear","0"
"1770","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Pineapple","0"
"1771","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Avocado On Top","0"
"1772","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Mango On Top","0"
"1773","regular_rolls","The Spicy Roll","10.25",,"NO Sushi Vegetables (Copy)","NO Sweet Potato On Top","0"
"1774","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","No Wasabi and No Ginger","0"
"1775","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","No Wasabi","0"
"1776","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","No Ginger","0"
"1777","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Handroll","0"
"1778","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","(Skinny) Less Rice","0"
"1779","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Extra Rice","0"
"1780","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Cut to 10","0"
"1781","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Cut to 6","0"
"1782","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Maki Style","0"
"1783","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Shredded","0"
"1784","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Sandwich Style","0"
"1785","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Extra Wasabi","0"
"1786","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Extra Ginger","0"
"1787","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Extra Spicy","0"
"1788","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Crunch Inside","1"
"1789","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Brown Rice","1"
"1790","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Crunch On Top","1"
"1791","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","No Seaweed","1"
"1792","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Cooked","2"
"1793","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","No Rice","2"
"1794","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Soy Seaweed","2"
"1795","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Steamed","2"
"1796","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Tempura","3"
"1797","regular_rolls","Tuna Avocado","9.99",,"Sushi Option","Wrapped In Cucumber","4"
"1798","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Carrot","1"
"1799","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Cucumber","1"
"1800","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Fried Onion","1"
"1801","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Avocado Inside","1"
"1802","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Lemon","1"
"1803","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Lettuce","1"
"1804","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Mango","1"
"1805","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Mushrooms","1"
"1806","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Onions","1"
"1807","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Jalapeno","1"
"1808","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Jalapeno On Top","1"
"1809","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Tomato","1"
"1810","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Pepper","1"
"1811","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Red Onions","1"
"1812","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Sweet Potato","1"
"1813","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Scallion","1"
"1814","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Cashews","2"
"1815","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Oshinko","2"
"1816","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Pear","2"
"1817","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Pineapple","2"
"1818","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Avocado On Top","3"
"1819","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Mango On Top","3"
"1820","regular_rolls","Tuna Avocado","9.99",,"Add Sushi Vegetables","Add Sweet Potato On Top","3"
"1821","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Black Pepper Tuna Inside","4"
"1822","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Black Pepper Tuna on Top","5"
"1823","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Kani Inside","4"
"1824","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Kani On Top","5"
"1825","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Salmon & Avocado On Top","5"
"1826","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Salmon Inside","4"
"1827","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Salmon On Top","5"
"1828","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Smoked Salmon Inside","4"
"1829","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Smoked Salmon On Top","5"
"1830","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Spicy Kani Inside","4"
"1831","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Spicy Kani On Top","5"
"1832","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Spicy Salmon Inside","4"
"1833","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Spicy Salmon On Top","5"
"1834","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Spicy Tuna Inside","4"
"1835","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Spicy Tuna On Top","5"
"1836","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Spicy Yellotail Inside","4"
"1837","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Tuna Inside","4"
"1838","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Tuna On Top","5"
"1839","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Wrapped Rainbow Style","6"
"1840","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Yellowtail Inisde","4"
"1841","regular_rolls","Tuna Avocado","9.99",,"Sushi Fish","Yellowtail Inisde","5"
"1842","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Spicy Mayo on  Top","0"
"1843","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Sweet Sauce On Top","0"
"1844","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Wasabi Mayo On Top","0"
"1845","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Soy Sauce","0"
"1846","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","No sauce","0"
"1847","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Spicy Mayo on Side","0"
"1848","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Siracha On Side","0"
"1849","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Sweet Sauce on Side","0"
"1850","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Crunch On side","1"
"1851","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Fried Onion On Top","1"
"1852","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Fried Onion On SIde","1"
"1853","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Seperate Trays","0"
"1854","regular_rolls","Tuna Avocado","9.99",,"Sushi Sauces","Sesame On Top","0"
"1855","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Carrot","0"
"1856","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Cucumber","0"
"1857","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Fried Onion","0"
"1858","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Avocado Inside","0"
"1859","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Lemon","0"
"1860","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Lettuce","0"
"1861","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Mango","0"
"1862","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Mushrooms","0"
"1863","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Onions","0"
"1864","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Jalapeno","0"
"1865","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Jalapeno On Top","0"
"1866","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Tomato","0"
"1867","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Pepper","0"
"1868","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Red Onions","0"
"1869","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Sweet Potato","0"
"1870","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Scallion","0"
"1871","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Cashews","0"
"1872","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Oshinko","0"
"1873","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Pear","0"
"1874","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Pineapple","0"
"1875","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Avocado On Top","0"
"1876","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Mango On Top","0"
"1877","regular_rolls","Tuna Avocado","9.99",,"NO Sushi Vegetables","NO Sweet Potato On Top","0"
"1878","regular_rolls","Soho Roll","7.5",,"Sushi Option","No Wasabi and No Ginger","0"
"1879","regular_rolls","Soho Roll","7.5",,"Sushi Option","No Wasabi","0"
"1880","regular_rolls","Soho Roll","7.5",,"Sushi Option","No Ginger","0"
"1881","regular_rolls","Soho Roll","7.5",,"Sushi Option","Handroll","0"
"1882","regular_rolls","Soho Roll","7.5",,"Sushi Option","(Skinny) Less Rice","0"
"1883","regular_rolls","Soho Roll","7.5",,"Sushi Option","Extra Rice","0"
"1884","regular_rolls","Soho Roll","7.5",,"Sushi Option","Cut to 10","0"
"1885","regular_rolls","Soho Roll","7.5",,"Sushi Option","Cut to 6","0"
"1886","regular_rolls","Soho Roll","7.5",,"Sushi Option","Maki Style","0"
"1887","regular_rolls","Soho Roll","7.5",,"Sushi Option","Shredded","0"
"1888","regular_rolls","Soho Roll","7.5",,"Sushi Option","Sandwich Style","0"
"1889","regular_rolls","Soho Roll","7.5",,"Sushi Option","Extra Wasabi","0"
"1890","regular_rolls","Soho Roll","7.5",,"Sushi Option","Extra Ginger","0"
"1891","regular_rolls","Soho Roll","7.5",,"Sushi Option","Extra Spicy","0"
"1892","regular_rolls","Soho Roll","7.5",,"Sushi Option","Crunch Inside","1"
"1893","regular_rolls","Soho Roll","7.5",,"Sushi Option","Brown Rice","1"
"1894","regular_rolls","Soho Roll","7.5",,"Sushi Option","Crunch On Top","1"
"1895","regular_rolls","Soho Roll","7.5",,"Sushi Option","No Seaweed","1"
"1896","regular_rolls","Soho Roll","7.5",,"Sushi Option","Cooked","2"
"1897","regular_rolls","Soho Roll","7.5",,"Sushi Option","No Rice","2"
"1898","regular_rolls","Soho Roll","7.5",,"Sushi Option","Soy Seaweed","2"
"1899","regular_rolls","Soho Roll","7.5",,"Sushi Option","Steamed","2"
"1900","regular_rolls","Soho Roll","7.5",,"Sushi Option","Tempura","3"
"1901","regular_rolls","Soho Roll","7.5",,"Sushi Option","Wrapped In Cucumber","4"
"1902","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Carrot","1"
"1903","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Cucumber","1"
"1904","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Fried Onion","1"
"1905","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Avocado Inside","1"
"1906","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Lemon","1"
"1907","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Lettuce","1"
"1908","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Mango","1"
"1909","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Mushrooms","1"
"1910","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Onions","1"
"1911","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Jalapeno","1"
"1912","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Jalapeno On Top","1"
"1913","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Tomato","1"
"1914","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Pepper","1"
"1915","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Red Onions","1"
"1916","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Sweet Potato","1"
"1917","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Scallion","1"
"1918","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Cashews","2"
"1919","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Oshinko","2"
"1920","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Pear","2"
"1921","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Pineapple","2"
"1922","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Avocado On Top","3"
"1923","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Mango On Top","3"
"1924","regular_rolls","Soho Roll","7.5",,"Add Sushi Vegetables","Add Sweet Potato On Top","3"
"1925","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Black Pepper Tuna Inside","4"
"1926","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Black Pepper Tuna on Top","5"
"1927","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Kani Inside","4"
"1928","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Kani On Top","5"
"1929","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Salmon & Avocado On Top","5"
"1930","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Salmon Inside","4"
"1931","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Salmon On Top","5"
"1932","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Smoked Salmon Inside","4"
"1933","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Smoked Salmon On Top","5"
"1934","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Spicy Kani Inside","4"
"1935","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Spicy Kani On Top","5"
"1936","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Spicy Salmon Inside","4"
"1937","regular_rolls","Soho Roll","7.5",,"Sushi Fish","Spicy Salmon On Top","5"
