category,title,subtitle,single_price,image_urls,details,directions
 Snacks,M&M's Peanut Milk Chocolates Full Size Chocolate Candy Bulk Candy,1.74 oz • 48 x 1.74 oz,$55.99 ,"http://95.217.130.223:9000/instacart-product-images/large_b85a9b27-b612-4256-80c6-1bbd82543997.jpg, http://95.217.130.223:9000/instacart-product-images/large_daffcc56-064c-423c-8ada-7f2a55a3bafb.jpg, http://95.217.130.223:9000/instacart-product-images/large_9f102742-d78d-44bf-bb0e-769d0e988806.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Colombina Delicate Mint Drops,2.2 lb • $0.20/oz,$6.99 ,http://95.217.130.223:9000/instacart-product-images/large_1a12dde5-4a0c-4d39-98f2-35acf233e56b.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Famous Amos Cookies Chocolate Chip,2 oz • 42 x 2 oz,$22.99 ,"http://95.217.130.223:9000/instacart-product-images/large_f4d70da6-28ca-43d1-ba3d-736a1f298054.jpg, http://95.217.130.223:9000/instacart-product-images/large_7051f702-1f85-4611-ac3c-676bb3e689ea.jpg, http://95.217.130.223:9000/instacart-product-images/large_a3640f8e-77ee-4495-9113-4a8288563140.jpg","With an irresistible homemade taste and a fun bite-size shape, Famous Amos Bite Size Chocolate Chip Cookies are made to enjoy by the handful. Baked with care and made with delicious ingredients like real semi-sweet chocolate, these diminutive cookies are ideal for sweet dessert snacking any time of the day. Packaged in convenient, travel-ready bags, it’s easier than ever to bring a batch of Famous Amos Bite Size Chocolate Chip Cookies wherever you go. Stow a bag in your desk at work, lunchbox at school, in your cupboard at home, and in your tote when you’re on the move. Try them with a glass of ice-cold milk, crumble them over an ice cream sundae, or satisfy your sweet cravings straight from the bag.",Unwrap and Enjoy!
 Snacks,"PopCorners Popped-Corn Snacks, Assorted",1 oz • 28 x 1 oz,$16.99 ,"http://95.217.130.223:9000/instacart-product-images/large_db0448f9-e084-490c-9be6-3446bf25ad6e.png, http://95.217.130.223:9000/instacart-product-images/large_c5df7f53-6ab4-4942-9214-26fbd86c1bf4.png, http://95.217.130.223:9000/instacart-product-images/large_a4df51bc-fc5e-4c4e-a39e-6fb7e2bd60f5.png",-,-
 Snacks,Takis Assorted Rolled Tortilla Chips Variety Pack,46 ct • $0.43 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_9f8ec477-22e8-401d-9a18-2e7253f5e24b.jpg, http://95.217.130.223:9000/instacart-product-images/large_d241e044-e008-4def-9808-5fbd77a594b0.jpg, http://95.217.130.223:9000/instacart-product-images/large_0de00867-1f48-425c-a17b-ca2484ac5dfd.jpg",Takis. Face the Intensity.,-
 Snacks,Takis Fuego Rolled Tortilla Chips Multipack,1 oz • 46 x 1 oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_0db963df-41a9-444c-b469-aaf2e5c15cba.jpg, http://95.217.130.223:9000/instacart-product-images/large_c69f0ab2-fbf0-4b1f-9e97-68f709e8854e.jpg, http://95.217.130.223:9000/instacart-product-images/large_e4c50ff7-c7e6-4916-b9b5-8ce8cc549f8a.jpg",Takis. Face the Intensity.,-
 Snacks,Andes Creme De Menthe Thins,240 ct • $0.08 each,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_42a9f17e-ab58-4603-a7ce-f7d7bafafe2c.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,"Bimbo Barritas, 22 packs, Assorted Filled Cookies",42.68 oz • 22 x 42.68 oz,$12.99 ,"http://95.217.130.223:9000/instacart-product-images/large_8a329210-28c9-4b05-8904-c616ed4668ee.png, http://95.217.130.223:9000/instacart-product-images/large_e11baef8-d8e2-47f9-ab6e-a5740f1c1f30.png, http://95.217.130.223:9000/instacart-product-images/large_b5343043-3938-436b-9876-275217aab7a2.png","Are you in the mood for something delicious? Barritas will satisfy your craving. Enjoy the delectable taste of a soft cookie filled with artificially flavored pineapple or strawberry filling for a taste you won’t forget. No need to go to the bakery; Barritas are wrapped for a fresh-baked taste, every time. They are a great snack for kids to enjoy with a glass of ice-cold milk while sharing with friends, or as a special treat after their soccer game. Adults love Barritas with their afternoon coffee or as an indulgent little dessert. Marinela stands for fun! Our products include favorites like crème-filled chocolate cupcakes, butter cookies, and unique varieties like orange and raisin cakes to satisfy your sweet tooth. Take one bite of any of our cookies, snack cakes, or pies, and you’ll get a taste of how cool it is to go back to your childhood again! Marinela Is in Me. Marinela Is in You.",-
 Snacks,"NEWTON Soft & Fruit Chewy Fig Cookies (Fig Bars), Snack Packs",2 oz • 12 x 2 oz,$8.99 ,"http://95.217.130.223:9000/instacart-product-images/large_0e043929-9f67-44a6-8797-09d6e8e62a35.jpg, http://95.217.130.223:9000/instacart-product-images/large_e3823509-ce19-4b0e-9232-40a57c892ead.jpg, http://95.217.130.223:9000/instacart-product-images/large_c0495c04-af6c-4417-9643-d57b3944d66b.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,"For best when used by information, please see date printed on package."
 Snacks,"Ring Pop Pops, Assorted",40 ct • $0.42 each,$16.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3d89e1d9-6953-4cc1-9fb2-6049975a69a3.jpg, http://95.217.130.223:9000/instacart-product-images/large_31c7b6fd-a45d-4309-934e-03c69c20331c.jpg, http://95.217.130.223:9000/instacart-product-images/large_4d01072a-5406-4135-99de-851927ef3989.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Tastykake Chocolate Juniors,3 oz • 4 x 3 oz,$3.69 ,"http://95.217.130.223:9000/instacart-product-images/large_0b2fa783-0ebe-4ab1-bc41-81325a303c3e.png, http://95.217.130.223:9000/instacart-product-images/large_ffcfa8f4-c71d-41b7-818c-4fce8aa0da17.png, http://95.217.130.223:9000/instacart-product-images/large_124cafc0-63f9-40b3-9485-56ec2418fc18.png","Tastykake® Chocolate Juniors® are like having a slice of birthday cake anytime, featuring two layers of rich, yellow cake and delectable chocolate icing. Juniors have been a fan favorite since the 1920s, and are the product that helped create the Tastykake tag line ""the cake that made mother stop baking."" Don't let the name deceive you, these 3 oz layer cakes are large enough to satisfy any sweet lover. Pack these individually wrapped snack cakes into a lunchbox or toss into a bag for the easiest and most delicious on-the-go sweet treat. Whether you prefer them for a dessert, an afternoon pick-me-up or a late night treat, you'll want to keep these family-approved snack cakes stocked in your pantry at all times. Keep Tastykake on hand, because having any other snack is a miskake™., , Tastykake has baked iconic treats for over 100 years, creating tasty cakes, muffins, donuts, pastries, pies and more. With so many delicious and unique treats to choose from and so many happy snack-lovers, why would you ever choose another brand? Whether it is a quick bite on-the-go or a reward after a long day, at Tastykake, we take snacking seriously, and our products are here to satisfy. Choose Tastykake and accept no substitutes™. ,  , • You'll get one box of Tastykake Chocolate Juniors with four individually wrapped snack cakes in each box ,  , • Tastykake Chocolate Juniors are moist yellow layer cakes with a rich chocolate icing ,  , • Individually wrapped snacks make for the easiest and sweetest on-the-go snack,  , • Tastykake Chocolate Juniors are sweet treats enjoyed by all ages ,  , • Try Tastykake treats, like Krimpets®, Kandy Kakes®, Donuts and more, because any other snack is a miskake™",-
 Snacks,Golden Pitted Dates,28 oz • $0.21/oz,$5.99 ,http://95.217.130.223:9000/instacart-product-images/large_b3a046b0-84ba-4cbd-994d-8f43ee06fc3d.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,"Ferrero Rocher Premium Milk Chocolate Hazelnut, Chocolates for Gifting",21.2 oz • $0.94/oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_2766594e-4591-4b8d-a245-89382a93ede3.jpg, http://95.217.130.223:9000/instacart-product-images/large_dea62229-2b5a-455d-aa45-e4858d44920a.jpg, http://95.217.130.223:9000/instacart-product-images/large_dd056c2d-0f7c-4f3e-9cc6-6127febdd627.jpg","Share the celebration with a 48-count box of Ferrero Rocher! This Ferrero Rocher milk chocolate gift box offers a unique taste experience of contrasting layers: a whole crunchy hazelnut in the heart and a delicious, creamy hazelnut filling surrounded with milk chocolate, crispy wafers and gently roasted hazelnut pieces. And thanks to its signature golden wrapper, Ferrero Rocher is even more unique and special. The iconic original. Celebrate the moment with Ferrero Rocher. Since the 1940s, Ferrero has delighted consumers with premium, one-of-a-kind chocolate treats. What began as a local pasticceria in Italy’s Piemonte region is now one of the world’s most popular confectioners, satisfying cravings in over 100 countries worldwide. Thanks to a commitment to quality, freshness and a unique taste experience, Ferrero continues to delight chocolate lovers all over the world., • Share the taste of Ferrero Rocher with this 48-count box, • Enjoy this rich, crispy, hazelnut and chocolate treat, • Ferrero chocolates are indulgent treats worth sharing, • These classic chocolates always deliver decadent taste, • Ferrero Rocher is always committed to quality and freshness","Please store in a cool, dry place at a temperature of 65 degrees F - 72 degrees F."
 Snacks,Welch's Fruit Snack,2.25 oz • 16 x 2.25 oz,$13.99 ,http://95.217.130.223:9000/instacart-product-images/large_129c233f-1cb7-425b-a85f-eae1572bfbf1.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,"Colombina Fruit Drops, Cherry, Green Apple, Blackberry, Peach, Delicate",2.2 lb • $0.20/oz,$6.99 ,http://95.217.130.223:9000/instacart-product-images/large_5af55e77-6121-48b4-aeea-30ba2de74dcb.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,Keep in a dry and cool place.
 Snacks,"Ritz Original Crackers, Party Size",27 oz • $0.33/oz,$8.99 ,"http://95.217.130.223:9000/instacart-product-images/large_11873cb8-21e9-4368-8fb8-f48f07052ac4.jpg, http://95.217.130.223:9000/instacart-product-images/large_96a031d4-5132-4e51-b277-0346c1722f6c.jpg, http://95.217.130.223:9000/instacart-product-images/large_c22b4632-8a6c-469d-a8a6-9ac22125e1b5.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Lift tab to open.
 Snacks,"Tastykake Cupkakes, Buttercreme, Creme Filled",6 each • $0.62 each,$3.69 ,"http://95.217.130.223:9000/instacart-product-images/large_be57051a-9b61-4704-aea3-8666c393dcdb.png, http://95.217.130.223:9000/instacart-product-images/large_8ffb2ddb-9780-4e2a-8242-035c24f47770.png, http://95.217.130.223:9000/instacart-product-images/large_41b524df-e156-4de5-9311-0bb3fdd41ced.png","With delicious chocolate cake and decadent icing, Tastykake® Buttercreme Cupkakes are a chocolate lover's dream. Featuring creme filled chocolate cupcakes with decedent buttercreme icing, these delectable treats are sure to delight even the pickiest snacker. Pack them into a lunchbox or toss into a bag for the easiest and most delicious on-the-go chocolaty treat. Whether you prefer them for a dessert, an afternoon pick-me-up or a late night treat, you'll want to keep these family-approved snack cakes stocked in your pantry at all times. Keep Tastykake on hand, because having any other snack is a miskake™., , Tastykake has baked iconic treats for over 100 years, creating tasty cakes, muffins, donuts, pastries, pies and more. With so many delicious and unique treats to choose from and so many happy snack-lovers, why would you ever choose another brand? Whether it is a quick bite on-the-go or a reward after a long day, at Tastykake, we take snacking seriously, and our products are here to satisfy. Choose Tastykake and accept no substitutes™. ,  , • You'll get one box of Tastykake Buttercreme Cupkakes with six packs of two snack cakes per box,  , • These buttercreme cupcakes are rich, decadent and melt-in-your-mouth delicious ,  , • Conveniently packaged cupcakes fit easily into lunchboxes, backpacks and bags for on-the-go snacking ,  , • Tastykake Buttercreme Cupcakes are sweet treats enjoyed by all ages ,  , • Try Tastykake treats, like Krimpets®, Kandy Kakes®, Donuts and more, because any other snack is a miskake™",-
 Snacks,Frito Lay Flamin' Hot Mix Variety 52.5 Oz 30 Count,30 each • $0.67 each,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_ae314819-e8dd-4ab3-88dc-7e51b9de691f.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,Ready to Eat
 Snacks,"Frito Lay Snack Mix, Variety Mix",1 each • 30 ct,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_cab82ea6-b877-499f-b24f-af69605dcb53.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Doritos Cheetos Mix, Bigger Bags",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_80958041-999a-4fe4-afdc-4464a17366c3.png, http://95.217.130.223:9000/instacart-product-images/large_bc04ee84-0aa6-4f03-9965-cbf03f734472.png, http://95.217.130.223:9000/instacart-product-images/large_87e83f62-39dc-40ec-9fca-a8b35a977e17.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,Tear-away top.
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Tastykake Cupkakes, Buttercreme, Creme Filled",6 each • $0.62 each,$3.69 ,"http://95.217.130.223:9000/instacart-product-images/large_be57051a-9b61-4704-aea3-8666c393dcdb.png, http://95.217.130.223:9000/instacart-product-images/large_8ffb2ddb-9780-4e2a-8242-035c24f47770.png, http://95.217.130.223:9000/instacart-product-images/large_41b524df-e156-4de5-9311-0bb3fdd41ced.png","With delicious chocolate cake and decadent icing, Tastykake® Buttercreme Cupkakes are a chocolate lover's dream. Featuring creme filled chocolate cupcakes with decedent buttercreme icing, these delectable treats are sure to delight even the pickiest snacker. Pack them into a lunchbox or toss into a bag for the easiest and most delicious on-the-go chocolaty treat. Whether you prefer them for a dessert, an afternoon pick-me-up or a late night treat, you'll want to keep these family-approved snack cakes stocked in your pantry at all times. Keep Tastykake on hand, because having any other snack is a miskake™., , Tastykake has baked iconic treats for over 100 years, creating tasty cakes, muffins, donuts, pastries, pies and more. With so many delicious and unique treats to choose from and so many happy snack-lovers, why would you ever choose another brand? Whether it is a quick bite on-the-go or a reward after a long day, at Tastykake, we take snacking seriously, and our products are here to satisfy. Choose Tastykake and accept no substitutes™. ,  , • You'll get one box of Tastykake Buttercreme Cupkakes with six packs of two snack cakes per box,  , • These buttercreme cupcakes are rich, decadent and melt-in-your-mouth delicious ,  , • Conveniently packaged cupcakes fit easily into lunchboxes, backpacks and bags for on-the-go snacking ,  , • Tastykake Buttercreme Cupcakes are sweet treats enjoyed by all ages ,  , • Try Tastykake treats, like Krimpets®, Kandy Kakes®, Donuts and more, because any other snack is a miskake™",-
 Snacks,"Child's Play Candy, Funtastic Favorites",52 oz • $0.23/oz,$11.99 ,http://95.217.130.223:9000/instacart-product-images/large_5520a9e4-1163-4083-bcc5-0697300a2e59.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Tastykake Chocolate Juniors,3 oz • 4 x 3 oz,$3.69 ,"http://95.217.130.223:9000/instacart-product-images/large_0b2fa783-0ebe-4ab1-bc41-81325a303c3e.png, http://95.217.130.223:9000/instacart-product-images/large_ffcfa8f4-c71d-41b7-818c-4fce8aa0da17.png, http://95.217.130.223:9000/instacart-product-images/large_124cafc0-63f9-40b3-9485-56ec2418fc18.png","Tastykake® Chocolate Juniors® are like having a slice of birthday cake anytime, featuring two layers of rich, yellow cake and delectable chocolate icing. Juniors have been a fan favorite since the 1920s, and are the product that helped create the Tastykake tag line ""the cake that made mother stop baking."" Don't let the name deceive you, these 3 oz layer cakes are large enough to satisfy any sweet lover. Pack these individually wrapped snack cakes into a lunchbox or toss into a bag for the easiest and most delicious on-the-go sweet treat. Whether you prefer them for a dessert, an afternoon pick-me-up or a late night treat, you'll want to keep these family-approved snack cakes stocked in your pantry at all times. Keep Tastykake on hand, because having any other snack is a miskake™., , Tastykake has baked iconic treats for over 100 years, creating tasty cakes, muffins, donuts, pastries, pies and more. With so many delicious and unique treats to choose from and so many happy snack-lovers, why would you ever choose another brand? Whether it is a quick bite on-the-go or a reward after a long day, at Tastykake, we take snacking seriously, and our products are here to satisfy. Choose Tastykake and accept no substitutes™. ,  , • You'll get one box of Tastykake Chocolate Juniors with four individually wrapped snack cakes in each box ,  , • Tastykake Chocolate Juniors are moist yellow layer cakes with a rich chocolate icing ,  , • Individually wrapped snacks make for the easiest and sweetest on-the-go snack,  , • Tastykake Chocolate Juniors are sweet treats enjoyed by all ages ,  , • Try Tastykake treats, like Krimpets®, Kandy Kakes®, Donuts and more, because any other snack is a miskake™",-
 Snacks,"Tic Tac Fresh Breath Mints, Freshmint, Bulk Hard Candy Mints",1 oz • 12 x 1 oz,$15.99 ,"http://95.217.130.223:9000/instacart-product-images/large_dfba9615-60d0-4485-8d5d-96e0b88d7165.jpg, http://95.217.130.223:9000/instacart-product-images/large_5fc65c51-8853-4243-9e99-ed23dc96aaef.jpg, http://95.217.130.223:9000/instacart-product-images/large_7134c48c-05cf-43d0-b8d1-da1d1159c444.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Please recycle.
 Snacks,"Tastykake Koffee Kake, Family 4 Pack",2.5 oz • 4 x 2.5 oz,$3.69 ,"http://95.217.130.223:9000/instacart-product-images/large_a019a99f-a1e6-4d9c-bf5a-e1c32fecfa85.png, http://95.217.130.223:9000/instacart-product-images/large_27553a3d-07e1-49a0-9bc4-a5c2f585d6a1.png, http://95.217.130.223:9000/instacart-product-images/large_a1821992-ceac-473b-a2cc-7eae136f00a8.png","With moist yellow cake and a cinnamon crumble topping, Tastykake® Koffee Kake Juniors® are bound to satisfy any sweet tooth. These snack cakes are made to be enjoyed morning, noon and night. Pair Tastykake Koffee Kake Juniors with your morning coffee for the perfect breakfast, or enjoy in the afternoon for a sweet, cinnamony snack. These individually wrapped snacks are perfect packed into a lunch box or toss into a bag for the easiest and most delicious on-the-go treat. Keep Tastykake on hand, because having any other snack is a miskake™., , Tastykake has baked iconic treats for over 100 years, creating tasty cakes, muffins, donuts, pastries, pies and more. With so many delicious and unique treats to choose from and so many happy snack-lovers, why would you ever choose another brand? Whether it is a quick bite on-the-go or a reward after a long day, at Tastykake, we take snacking seriously, and our products are here to satisfy. Choose Tastykake and accept no substitutes™. ,  , • You'll get one box of four individually wrapped Tastykake Koffee Kake Juniors,  , • Individual packs of snack cakes fit easily into lunch boxes, backpacks and bags for on-the-go snacking,  , • Tastykake Koffee Kake Juniors are made to be enjoyed morning, noon and night,  , • Tastykake Koffee Kake Juniors pair perfectly with a hot cup of coffee,  , • Try Tastykake treats, like Krimpets®, Kandy Kakes®, Donuts and more, because any other snack is a miskake™",-
 Snacks,JOLLY RANCHER Assorted Fruit Flavored Hard Candy,5 lb • $0.21/oz,$16.99 ,"http://95.217.130.223:9000/instacart-product-images/large_78c544c5-1c69-4051-9502-bf83e95c5b64.jpg, http://95.217.130.223:9000/instacart-product-images/large_ec231ae2-74e3-4526-ab0d-a4d79e44bed5.jpg, http://95.217.130.223:9000/instacart-product-images/large_ecc00127-a727-47d9-aee3-98b196ceeea6.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Utz CheeseBalls,23 oz • $0.43/oz,$9.99 ,http://95.217.130.223:9000/instacart-product-images/large_b1d8fa29-0055-4edd-9c88-65a2bcf93f06.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,Exposure to sunlight can reduce freshness.
 Snacks,Pepperidge Farm Milano Dark Chocolate Cookies,0.75 oz • 20 x 0.75 oz,$9.99 ,"http://95.217.130.223:9000/instacart-product-images/large_a05bb314-51c2-4596-a95c-a8e35e937e67.jpg, http://95.217.130.223:9000/instacart-product-images/large_7dd3e3b5-8b23-4d45-8484-a7a51e759c13.jpg, http://95.217.130.223:9000/instacart-product-images/large_1fa28276-19ca-4cbd-85a3-b5d583cb4305.jpg","When you can't make yoga, when you have 10 minutes before getting the kids from school, when you just need a little me-time, Milano cookies are there for you. Delicate, sweet and oh, so indulgent, Milano cookies are that special treat your day needs. Pepperidge Farm Milano Dark Chocolate has rich dark chocolate hidden between delicate cookies, and the 2-cookie pack makes it easy to take Milano with you for a midday snack at work, at the gym or in the carpool lane. Milano cookies are beautifully crafted — just like you. For Pepperidge Farm, baking is more than a job. It's a real passion. Each day, the Pepperidge Farm bakers take the time to make every cookie, pastry, cracker and loaf of bread the best way they know how by using quality ingredients., , - MULTIPACK INCLUDES: 20 0.75-oz. packs (two cookies per pack) of Dark Chocolate Milano® cookies, - LUXURIOUS FLAVOR: Enjoy rich dark chocolate, - CRISP AND DELICATE: Milano baked cookies are crisp in texture and delicate in flavor, - SAVE SOMETHING FOR YOURSELF®: Set aside time during your day to put yourself first and indulge with Pepperidge Farm Milano cookie, - ON-THE-GO TREATS: Single-serving snack packs make it easy to take Milano cookies with you anywhere",Best if used by date on package.
 Snacks,Frito Lay Flamin' Hot Mix Variety 52.5 Oz 30 Count,30 each • $0.67 each,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_ae314819-e8dd-4ab3-88dc-7e51b9de691f.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,Ready to Eat
 Snacks,"Frito Lay Snack Mix, Variety Mix",1 each • 30 ct,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_cab82ea6-b877-499f-b24f-af69605dcb53.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Doritos Cheetos Mix, Bigger Bags",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_80958041-999a-4fe4-afdc-4464a17366c3.png, http://95.217.130.223:9000/instacart-product-images/large_bc04ee84-0aa6-4f03-9965-cbf03f734472.png, http://95.217.130.223:9000/instacart-product-images/large_87e83f62-39dc-40ec-9fca-a8b35a977e17.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,Tear-away top.
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Sahara Gold Dates, Medjool, Natural",32 oz • $0.44/oz,$13.99 ,http://95.217.130.223:9000/instacart-product-images/large_788ecaa9-8b8b-470c-9c62-f84c55e4e29d.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,Keep in a cool place. Refrigerate or freeze after purchase.
 Snacks,"Ritz Original Crackers, Party Size",27 oz • $0.33/oz,$8.99 ,"http://95.217.130.223:9000/instacart-product-images/large_11873cb8-21e9-4368-8fb8-f48f07052ac4.jpg, http://95.217.130.223:9000/instacart-product-images/large_96a031d4-5132-4e51-b277-0346c1722f6c.jpg, http://95.217.130.223:9000/instacart-product-images/large_c22b4632-8a6c-469d-a8a6-9ac22125e1b5.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Lift tab to open.
 Snacks,"Nutella & Go Snack Packs, Chocolate Hazelnut Spread with Breadsticks",1.8 oz • 16 x 1.8 oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_94ab3221-9404-4dff-89c1-327d2c3cde2c.jpg, http://95.217.130.223:9000/instacart-product-images/large_6c8cc6bc-a73a-4a2c-9795-27226164f5a6.jpg, http://95.217.130.223:9000/instacart-product-images/large_0d2ae056-8007-4608-885c-243e709f2e22.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,No Prep Instructions Needed.
 Snacks,Utz Original Potato Stix Shoestring Potato Snacks,15 oz • $0.40/oz,$5.99 ,http://95.217.130.223:9000/instacart-product-images/large_c283e248-307e-42c5-852c-bda3abfd37ff.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Sabor Nuestro Frozen Sabor Nuestro - Plantain Tostones - 3 lbs,3 lb • $0.21/oz,$9.99 ,http://95.217.130.223:9000/instacart-product-images/large_248451ba-da61-4983-af8c-8da07f59c3eb.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Sabor Nuestro Frozen Sabor Nuestro - Plantain Tostones - 3 lbs,3 lb • $0.21/oz,$9.99 ,http://95.217.130.223:9000/instacart-product-images/large_248451ba-da61-4983-af8c-8da07f59c3eb.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
